chr,geneStart,geneEnd,geneSymbol,citations,strand,transcriptName,geneId,geneType,geneName
chr18,2652168,2655394,CBX3P2,1,-,union_645158,645158,pseudo,chromobox 3 pseudogene 2
chr1,148928312,148953054,LOC645166,3,+,union_645166,645166,pseudo,-
chr12,25150495,25205380,LOC645177,1,+,union_645177,645177,protein-coding,-
chr17,15207128,15244958,TEKT3,11,-,union_64518,64518,protein-coding,tektin 3
chrX,140713993,140714861,LOC645188,1,+,union_645188,645188,protein-coding,-
chr19,2289773,2308156,LINGO3,3,-,union_645191,645191,protein-coding,leucine rich repeat and Ig domain containing 3
chr4,2794749,2842823,SH3BP2,59,+,union_6452,6452,protein-coding,SH3 domain binding protein 2
chr3,28616768,28799828,LINC00693,4,+,union_645206,645206,ncRNA,long intergenic non-protein coding RNA 693
chr15,44826702,44829121,EIF3J-AS1,2,-,union_645212,645212,ncRNA,EIF3J antisense RNA 1 (head to head)
chr7,156803550,156809118,MNX1-AS1,4,+,union_645249,645249,ncRNA,MNX1 antisense RNA 1 (head to head)
chr21,35014705,35261988,ITSN1,80,+,union_6453,6453,protein-coding,intersectin 1
chr5,87836596,87980620,LINC00461,11,-,union_645323,645323,ncRNA,long intergenic non-protein coding RNA 461
chr11,67559237,67572807,FAM86C2P,3,-,union_645332,645332,pseudo,"family with sequence similarity 86 member C2, pseudogene"
chr1,231611509,231612271,SNRPD2P2,1,-,union_645339,645339,pseudo,small nuclear ribonucleoprotein D2 pseudogene 2
chr18,5748817,5795900,MIR3976HG,2,+,union_645355,645355,ncRNA,MIR3976 host gene
chr2,91963367,91970153,GGT8P,2,+,union_645367,645367,pseudo,gamma-glutamyltransferase 8 pseudogene
chr18,5889410,5895953,TMEM200C,2,-,union_645369,645369,protein-coding,transmembrane protein 200C
chr8,7194636,7196229,USP17L4,18,+,union_645402,645402,protein-coding,ubiquitin specific peptidase 17-like family member 4
chr1,13474052,13477569,PRAMEF19,3,-,union_645414,645414,protein-coding,PRAME family member 19
chr1,13694888,13698405,PRAMEF19,3,-,union_645414,645414,protein-coding,PRAME family member 19
chr1,13516065,13526943,PRAMEF20,2,+,union_645425,645425,protein-coding,PRAME family member 20
chr1,13736906,13747803,PRAMEF20,2,+,union_645425,645425,protein-coding,PRAME family member 20
chr22,21821458,21824224,TMEM191C,2,+,union_645426,645426,protein-coding,transmembrane protein 191C
chr14,65877310,65879335,FUT8-AS1,2,-,union_645431,645431,ncRNA,FUT8 antisense RNA 1
chr19,4890448,4902879,ARRDC5,3,-,union_645432,645432,protein-coding,arrestin domain containing 5
chr6,139790131,139795733,LINC01625,3,-,union_645434,645434,ncRNA,long intergenic non-protein coding RNA 1625
chr4,119437494,119475359,CEP170P1,10,+,union_645455,645455,pseudo,centrosomal protein 170 pseudogene 1
chr19,4360363,4400565,SH3GL1,52,-,union_6455,6455,protein-coding,"SH3 domain containing GRB2 like 1, endophilin A2"
chr1,34610,36081,FAM138A,6,-,union_645520,645520,ncRNA,family with sequence similarity 138 member A
chr19,76219,77690,FAM138A,6,-,union_645520,645520,ncRNA,family with sequence similarity 138 member A
chr19,46692285,46706319,IGFL2-AS1,1,-,union_645553,645553,ncRNA,IGFL2 antisense RNA 1
chr7,104436953,104444539,LHFPL3-AS1,1,-,union_645591,645591,ncRNA,LHFPL3 antisense RNA 1
chr9,17578951,17797126,SH3GL2,93,+,union_6456,6456,protein-coding,"SH3 domain containing GRB2 like 2, endophilin A1"
chr17,58160926,58165828,WFDC21P,3,-,union_645638,645638,pseudo,"WAP four-disulfide core domain 21, pseudogene"
chr16,2688982,2696130,FLJ42627,1,+,union_645644,645644,ncRNA,-
chr1,155531832,155533735,ASH1L-AS1,1,+,union_645676,645676,ncRNA,ASH1L antisense RNA 1
chr1,155402970,155404053,POU5F1P4,8,+,union_645682,645682,pseudo,POU class 5 homeobox 1 pseudogene 4
chr14,56232962,56234435,RPL13AP3,5,+,union_645683,645683,pseudo,ribosomal protein L13a pseudogene 3
chr14,56247852,56263392,LINC00520,3,-,union_645687,645687,ncRNA,long intergenic non-protein coding RNA 520
chr15,84115979,84287493,SH3GL3,41,+,union_6457,6457,protein-coding,"SH3 domain containing GRB2 like 3, endophilin A3"
chr7,5160940,5184177,ZNF890P,2,-,union_645700,645700,pseudo,"zinc finger protein 890, pseudogene"
chr1,237167402,237167718,MT1HL1,1,-,union_645745,645745,protein-coding,metallothionein 1H like 1
chr15,78206558,78219188,LOC645752,1,-,union_645752,645752,pseudo,-
chr6,135238527,135271260,ALDH8A1,12,-,union_64577,64577,protein-coding,aldehyde dehydrogenase 8 family member A1
chr2,89065418,89106109,ANKRD36BP2,2,+,union_645784,645784,pseudo,ankyrin repeat domain 36B pseudogene 2
chr4,115748928,116035032,NDST4,8,-,union_64579,64579,protein-coding,N-deacetylase and N-sulfotransferase 4
chr17,30367354,30369851,SH3GL1P1,1,+,union_6458,6458,pseudo,"SH3 domain containing GRB2 like 1, endophilin A2 pseudogene 1"
chr12,10269375,10282868,CLEC7A,103,-,union_64581,64581,protein-coding,C-type lectin domain containing 7A
chr16,1484388,1494490,CCDC154,3,-,union_645811,645811,protein-coding,coiled-coil domain containing 154
chr14,59930239,59932059,GPR135,10,-,union_64582,64582,protein-coding,G protein-coupled receptor 135
chr17,26691289,26692173,SEBOX,5,-,union_645832,645832,protein-coding,SEBOX homeobox
chr8,7833914,7835507,USP17L3,18,-,union_645836,645836,protein-coding,ubiquitin specific peptidase 17-like family member 3
chr3,126290621,126327398,TXNRD3NB,3,-,union_645840,645840,protein-coding,thioredoxin reductase 3 neighbor
chr3,152057486,152058779,TMEM14EP,2,-,union_645843,645843,pseudo,"transmembrane protein 14E, pseudogene"
chrX,16185603,16189516,MAGEB17,2,+,union_645864,645864,protein-coding,MAGE family member B17
chr1,240170823,240176560,RPS7P5,1,+,union_645884,645884,pseudo,ribosomal protein S7 pseudogene 5
chr17,28951335,28953825,SH3GL1P2,2,+,union_6459,6459,pseudo,"SH3 domain containing GRB2 like 1, endophilin A2 pseudogene 2"
chrY,6114263,6117053,TSPY2,3,+,union_64591,64591,protein-coding,"testis specific protein, Y-linked 2"
chr1,153409470,153412503,S100A7L2,3,-,union_645922,645922,protein-coding,S100 calcium binding protein A7 like 2
chrY,9448329,9452762,RBMY3AP,2,-,union_64593,64593,pseudo,"RNA binding motif protein, Y-linked, family 3, member A pseudogene"
chr2,21910305,21933524,LINC01822,3,-,union_645949,645949,ncRNA,long intergenic non-protein coding RNA 1822
chrY,14774297,14804153,TTTY15,2,+,union_64595,64595,ncRNA,"testis-specific transcript, Y-linked 15 (non-protein coding)"
chr10,30981202,31005942,SVILP1,2,+,union_645954,645954,pseudo,supervillin pseudogene 1
chr6,149914751,149915720,RPS18P9,2,+,union_645958,645958,pseudo,ribosomal protein S18 pseudogene 9
chr9,90744219,90753396,SPATA31C2,1,-,union_645961,645961,protein-coding,SPATA31 subfamily C member 2
chr6,150038756,150040031,LOC645967,2,+,union_645967,645967,ncRNA,-
chrX,72223351,72225551,PABPC1L2B,2,+,union_645974,645974,protein-coding,poly(A) binding protein cytoplasmic 1 like 2B
chr7,100209724,100213000,MOSPD3,5,+,union_64598,64598,protein-coding,motile sperm domain containing 3
chr7,100277128,100287071,GIGYF1,20,-,union_64599,64599,protein-coding,GRB10 interacting GYF protein 1
chrX,72345875,72347919,NAP1L6,3,-,union_645996,645996,pseudo,nucleosome assembly protein 1 like 6
chr15,83924654,83953468,BNC1,27,-,union_646,646,protein-coding,basonuclin 1
chr1,20465822,20476879,PLA2G2F,9,+,union_64600,64600,protein-coding,phospholipase A2 group IIF
chr18,11609556,11610611,SLC35G4,1,+,union_646000,646000,protein-coding,solute carrier family 35 member G4
chr20,2821342,2847378,VPS16,29,+,union_64601,64601,protein-coding,"VPS16, CORVET/HOPS core subunit"
chr5,179105558,179107975,CBY3,1,-,union_646019,646019,protein-coding,chibby family member 3
chr22,24825175,24891042,ADORA2A-AS1,5,-,union_646023,646023,ncRNA,ADORA2A antisense RNA 1
chr6,150319154,150326280,RAET1K,1,-,union_646024,646024,pseudo,retinoic acid early transcript 1K pseudogene
chr11,77282133,77286707,LOC646029,2,+,union_646029,646029,ncRNA,-
chr17,29361765,29386127,LOC646030,1,-,union_646030,646030,pseudo,-
chr22,25041132,25055114,POM121L10P,3,-,union_646074,646074,pseudo,"POM121 transmembrane nucleoporin like 10, pseudogene"
chr15,20487996,20496811,CHEK2P2,2,+,union_646096,646096,pseudo,checkpoint kinase 2 pseudogene 2
chr9,37915894,38069210,SHB,37,-,union_6461,6461,protein-coding,SH2 domain containing adaptor protein B
chr14,62584074,62600903,LINC00643,2,+,union_646113,646113,ncRNA,long intergenic non-protein coding RNA 643
chr3,167613735,167641797,LRRC77P,1,+,union_646168,646168,pseudo,"leucine rich repeat containing 77, pseudogene"
chr17,7517381,7536701,SHBG,271,+,union_6462,6462,protein-coding,sex hormone binding globulin
chr13,23471168,23472320,BASP1P1,1,-,union_646201,646201,pseudo,"brain abundant, membrane attached signal protein 1 pseudogene 1"
chr5,17807382,17930598,LINC02223,1,+,union_646241,646241,ncRNA,long intergenic non-protein coding RNA 2223
chr1,23279535,23291923,LACTBL1,1,-,union_646262,646262,protein-coding,lactamase beta like 1
chr1,158101833,158110430,LINC01704,3,-,union_646268,646268,ncRNA,long intergenic non-protein coding RNA 1704
chr15,29034979,29101720,PDCD6IPP2,1,+,union_646278,646278,pseudo,PDCD6IP pseudogene 2
chr7,99578384,99581860,AZGP1P1,4,+,union_646282,646282,pseudo,"alpha-2-glycoprotein 1, zinc-binding pseudogene 1"
chr3,129931662,129992649,COL6A4P2,4,+,union_646300,646300,pseudo,collagen type VI alpha 4 pseudogene 2
chr2,216476285,216708259,LINC00607,2,-,union_646324,646324,ncRNA,long intergenic non-protein coding RNA 607
chr15,22465805,22466547,IGHV1OR15-3,3,-,union_646370,646370,pseudo,immunoglobulin heavy variable 1/OR15-3 (pseudogene)
chr11,130184887,130273552,LOC646383,2,+,union_646383,646383,ncRNA,-
chr1,154934773,154946959,SHC1,458,-,union_6464,6464,protein-coding,SHC adaptor protein 1
chr13,25502892,25542607,TPTE2P1,2,-,union_646405,646405,pseudo,transmembrane phosphoinositide 3-phosphatase and tensin homolog 2 pseudogene 1
chr8,25699245,25902640,EBF2,17,-,union_64641,64641,protein-coding,early B-cell factor 2
chr3,48348335,48369831,SPINK8,3,-,union_646424,646424,protein-coding,"serine peptidase inhibitor, Kazal type 8 (putative)"
chr1,100503788,100548929,MFSD14A,6,+,union_64645,64645,protein-coding,major facilitator superfamily domain containing 14A
chr3,48955220,48956818,ARIH2OS,2,-,union_646450,646450,protein-coding,ariadne RBR E3 ubiquitin protein ligase 2 opposite strand
chr19,14192443,14196607,C19orf67,1,-,union_646457,646457,protein-coding,chromosome 19 open reading frame 67
chr1,26146444,26150097,LOC646471,1,-,union_646471,646471,ncRNA,-
chrX,140785557,140786896,SPANXD,11,-,union_64648,64648,protein-coding,SPANX family member D
chr8,82370617,82373758,FABP9,3,-,union_646480,646480,protein-coding,fatty acid binding protein 9
chr8,82437215,82443625,FABP12,5,-,union_646486,646486,protein-coding,fatty acid binding protein 12
chr19,53785542,53787602,FAM90A27P,1,+,union_646508,646508,pseudo,"family with sequence similarity 90 member A27, pseudogene"
chr3,39183341,39196093,CSRNP1,15,-,union_64651,64651,protein-coding,cysteine and serine rich nuclear protein 1
chr11,133653565,133680271,LOC646522,1,-,union_646522,646522,ncRNA,-
chr4,145564067,145567171,HHIP-AS1,9,-,union_646576,646576,ncRNA,HHIP antisense RNA 1
chr3,185431039,185447575,IGF2BP2-AS1,2,+,union_646600,646600,ncRNA,IGF2BP2 antisense RNA 1
chr4,146601355,146653948,C4orf51,1,+,union_646603,646603,protein-coding,chromosome 4 open reading frame 51
chr13,28552242,28562774,URAD,2,-,union_646625,646625,protein-coding,ureidoimidazoline (2-oxo-4-hydroxy-4-carboxy-5-) decarboxylase
chr1,85742040,85743771,LOC646626,1,+,union_646626,646626,ncRNA,-
chr1,248902716,248903151,LYPD8,2,-,union_646627,646627,protein-coding,LY6/PLAUR domain containing 8
chrX,140785567,140786655,SPANXC,18,-,union_64663,64663,protein-coding,SPANX family member C
chr19,56041099,56048435,SBK2,3,-,union_646643,646643,protein-coding,SH3 domain binding kinase family member 2
chr14,74872595,74892805,SYNDIG1L,5,-,union_646658,646658,protein-coding,synapse differentiation inducing 1 like
chr5,36871462,36876796,NIPBL-AS1,2,-,union_646719,646719,ncRNA,NIPBL antisense RNA 1 (head to head)
chr3,141382040,141439916,LOC646730,2,+,union_646730,646730,ncRNA,-
chr2,227007509,227044778,LOC646736,3,+,union_646736,646736,ncRNA,-
chr11,49075265,49080664,TRIM64C,1,-,union_646754,646754,protein-coding,tripartite motif containing 64C
chr7,29685537,29724754,LOC646762,2,-,union_646762,646762,ncRNA,-
chr13,32877907,32886091,ZAR1L,6,-,union_646799,646799,protein-coding,zygote arrest 1 like
chr10,103370420,103455052,FBXW4,29,-,union_6468,6468,protein-coding,F-box and WD repeat domain containing 4
chr2,131193234,131199254,CYP4F62P,3,-,union_646802,646802,pseudo,"cytochrome P450 family 4 subfamily F member 62, pseudogene"
chr1,92539992,92541029,SETSIP,3,-,union_646817,646817,protein-coding,SET-like protein
chr2,112525213,112641741,ANAPC1,94,-,union_64682,64682,protein-coding,anaphase promoting complex subunit 1
chr22,38974124,39052634,FAM227A,5,-,union_646851,646851,protein-coding,family with sequence similarity 227 member A
chr19,23015122,23041469,ZNF723,1,+,union_646864,646864,protein-coding,zinc finger protein 723
chr3,39138089,39149854,GORASP1,50,-,union_64689,64689,protein-coding,golgi reassembly stacking protein 1
chr15,78384926,78396393,SH2D7,2,+,union_646892,646892,protein-coding,SH2 domain containing 7
chr7,155592677,155604967,SHH,434,-,union_6469,6469,protein-coding,sonic hedgehog
chr3,149689065,149691029,LOC646903,1,+,union_646903,646903,ncRNA,-
chr2,133062364,133080322,ZNF806,1,+,union_646915,646915,protein-coding,zinc finger protein 806
chr18,19993563,19997878,CTAGE1,8,-,union_64693,64693,protein-coding,cutaneous T-cell lymphoma-associated antigen 1
chr15,79044378,79045734,LOC646938,1,+,union_646938,646938,pseudo,-
chr3,150588831,150608847,MINDY4B,3,-,union_646951,646951,protein-coding,MINDY family member 4B
chr2,233385172,233390425,PRSS56,9,+,union_646960,646960,protein-coding,"protease, serine 56"
chr9,35906188,35907138,HRCT1,1,+,union_646962,646962,protein-coding,histidine rich carboxyl terminus 1
chr13,40921270,41055143,LINC00598,6,-,union_646982,646982,ncRNA,long intergenic non-protein coding RNA 598
chr21,43791995,43816955,TMPRSS3,47,-,union_64699,64699,protein-coding,"transmembrane protease, serine 3"
chr17,18231173,18266877,SHMT1,133,-,union_6470,6470,protein-coding,serine hydroxymethyltransferase 1
chr6,42068856,42110715,C6orf132,2,-,union_647024,647024,protein-coding,chromosome 6 open reading frame 132
chr3,156527059,156529810,PA2G4P4,1,-,union_647033,647033,pseudo,proliferation-associated 2G4 pseudogene 4
chr15,82632349,83018198,GOLGA6L10,4,-,union_647042,647042,protein-coding,golgin A6 family-like 10
chr9,39355665,39361959,SPATA31A1,3,+,union_647060,647060,protein-coding,SPATA31 subfamily A member 1
chr9,39884941,39891210,SPATA31A1,3,+,union_647060,647060,protein-coding,SPATA31 subfamily A member 1
chr1,182802806,182808726,LOC647070,2,-,union_647070,647070,ncRNA,-
chr2,232646380,232673963,COPS7B,43,+,union_64708,64708,protein-coding,COP9 signalosome subunit 7B
chr7,135347220,135361160,STMP1,5,+,union_647087,647087,protein-coding,short transmembrane mitochondrial protein 1
chr1,205681946,205719372,NUCKS1,55,-,union_64710,64710,protein-coding,nuclear casein kinase and cyclin dependent kinase substrate 1
chr3,162895030,163021089,LINC01192,3,-,union_647107,647107,ncRNA,long intergenic non-protein coding RNA 1192
chr16,1961464,1968324,HS3ST6,6,-,union_64711,64711,protein-coding,heparan sulfate-glucosamine 3-sulfotransferase 6
chr1,121260909,121313686,EMBP1,2,+,union_647121,647121,pseudo,embigin pseudogene 1
chr1,121107151,121134685,SRGAP2B,3,+,union_647135,647135,protein-coding,SLIT-ROBO Rho GTPase activating protein 2B
chr16,333136,337215,PDIA2,89,+,union_64714,64714,protein-coding,protein disulfide isomerase family A member 2
chr13,51656983,51746524,C13orf42,1,-,union_647166,647166,protein-coding,chromosome 13 open reading frame 42
chr13,51915167,51936239,SERPINE3,3,+,union_647174,647174,protein-coding,serpin family E member 3
chr16,1413205,1464721,UNKL,16,-,union_64718,64718,protein-coding,unkempt family like zinc finger
chr6,53199257,53202415,RPS16P5,2,-,union_647190,647190,pseudo,ribosomal protein S16 pseudogene 5
chr12,57623355,57628718,SHMT2,73,+,union_6472,6472,protein-coding,serine hydroxymethyltransferase 2
chr1,200898071,200935796,MROH3P,4,+,union_647215,647215,pseudo,"maestro heat like repeat family member 3, pseudogene"
chr14,104406762,104408645,RD3L,1,-,union_647286,647286,protein-coding,retinal degeneration 3-like
chrX,585078,620146,SHOX,107,+,union_6473,6473,protein-coding,short stature homeobox
chrY,535078,570146,SHOX,107,+,union_6473,6473,protein-coding,short stature homeobox
chr3,190570525,190580465,GMNC,4,-,union_647309,647309,protein-coding,geminin coiled-coil domain containing
chr14,105864919,105880196,TEX22,1,+,union_647310,647310,protein-coding,testis expressed 22
chr3,193675160,193721448,LINC02026,2,-,union_647323,647323,ncRNA,long intergenic non-protein coding RNA 2026
chr3,157813799,157823952,SHOX2,39,-,union_6474,6474,protein-coding,short stature homeobox 2
chrX,48455865,48463582,WDR13,11,+,union_64743,64743,protein-coding,WD repeat domain 13
chr1,40839377,40888998,SMAP2,22,+,union_64744,64744,protein-coding,small ArfGAP2
chr14,21457964,21465194,METTL17,19,+,union_64745,64745,protein-coding,methyltransferase like 17
chr1,226332379,226374423,ACBD3,45,-,union_64746,64746,protein-coding,acyl-CoA binding domain containing 3
chr3,158519714,158547508,MFSD1,7,+,union_64747,64747,protein-coding,major facilitator superfamily domain containing 1
chr19,11466061,11476374,PLPPR2,7,+,union_64748,64748,protein-coding,phospholipid phosphatase related 2
chr17,62540734,62658386,SMURF2,112,-,union_64750,64750,protein-coding,SMAD specific E3 ubiquitin protein ligase 2
chr7,128431463,128462187,CCDC136,16,+,union_64753,64753,protein-coding,coiled-coil domain containing 136
chr1,245912641,246670644,SMYD3,72,-,union_64754,64754,protein-coding,SET and MYND domain containing 3
chr16,31500795,31519740,C16orf58,13,-,union_64755,64755,protein-coding,chromosome 16 open reading frame 58
chr1,47100710,47134099,ATPAF1,13,-,union_64756,64756,protein-coding,ATP synthase mitochondrial F1 complex assembly factor 1
chr1,220960038,220987741,Mar-01,31,+,union_64757,64757,protein-coding,mitochondrial amidoxime reducing component 1
chr12,133794897,133812422,ANHX,3,-,union_647589,647589,protein-coding,anomalous homeobox
chr7,47314751,47621742,TNS3,34,-,union_64759,64759,protein-coding,tensin 3
chr3,164696685,164796283,SI,33,-,union_6476,6476,protein-coding,sucrase-isomaltase
chr8,21946664,21961891,FAM160B2,11,+,union_64760,64760,protein-coding,family with sequence similarity 160 member B2
chr7,139723543,139763521,PARP12,19,-,union_64761,64761,protein-coding,poly(ADP-ribose) polymerase family member 12
chr18,29843483,30050447,GAREM1,21,-,union_64762,64762,protein-coding,GRB2 associated regulator of MAPK1 subtype 1
chr19,42572628,42585720,ZNF574,15,+,union_64763,64763,protein-coding,zinc finger protein 574
chr7,137559724,137686847,CREB3L2,25,-,union_64764,64764,protein-coding,cAMP responsive element binding protein 3 like 2
chr1,33283042,33324480,S100PBP,11,+,union_64766,64766,protein-coding,S100P binding protein
chr9,95375465,95432547,IPPK,14,-,union_64768,64768,protein-coding,inositol-pentakisphosphate 2-kinase
chr1,37955560,37980420,MEAF6,35,-,union_64769,64769,protein-coding,MYST/Esa1 associated factor 6
chr16,48394445,48419229,SIAH1,138,-,union_6477,6477,protein-coding,siah E3 ubiquitin protein ligase 1
chr3,123632273,123680255,CCDC14,28,-,union_64770,64770,protein-coding,coiled-coil domain containing 14
chr6,34555056,34664627,C6orf106,29,-,union_64771,64771,protein-coding,chromosome 6 open reading frame 106
chr17,77071018,77084685,ENGASE,11,+,union_64772,64772,protein-coding,endo-beta-N-acetylglucosaminidase
chr20,2815960,2821889,PCED1A,11,-,union_64773,64773,protein-coding,PC-esterase domain containing 1A
chr11,111749947,111754797,C11orf1,8,+,union_64776,64776,protein-coding,chromosome 11 open reading frame 1
chr5,177557961,177575571,RMND5B,14,+,union_64777,64777,protein-coding,required for meiotic nuclear division 5 homolog B
chr3,171757417,172118492,FNDC3B,29,+,union_64778,64778,protein-coding,fibronectin type III domain containing 3B
chr16,86563781,86588841,MTHFSD,10,-,union_64779,64779,protein-coding,methenyltetrahydrofolate synthetase domain containing
chr3,150458909,150481263,SIAH2,95,-,union_6478,6478,protein-coding,siah E3 ubiquitin protein ligase 2
chr6,109765265,109787171,MICAL1,39,-,union_64780,64780,protein-coding,"microtubule associated monooxygenase, calponin and LIM domain containing 1"
chr22,47080306,47134152,CERK,36,-,union_64781,64781,protein-coding,ceramide kinase
chr15,89164526,89175512,AEN,12,+,union_64782,64782,protein-coding,apoptosis enhancing nuclease
chr1,110881944,110889303,RBM15,49,+,union_64783,64783,protein-coding,RNA binding motif protein 15
chr15,91073117,91188577,CRTC3,37,+,union_64784,64784,protein-coding,CREB regulated transcription coactivator 3
chr16,58426297,58440048,GINS3,28,+,union_64785,64785,protein-coding,GINS complex subunit 3
chr5,70370029,70388897,LOC647859,4,-,union_647859,647859,pseudo,-
chr12,72233486,72320629,TBC1D15,38,+,union_64786,64786,protein-coding,TBC1 domain family member 15
chr11,706119,727727,EPS8L2,24,+,union_64787,64787,protein-coding,EPS8 like 2
chr16,903635,1031598,LMF1,19,-,union_64788,64788,protein-coding,lipase maturation factor 1
chr16,903635,1031598,LMF1,19,-,union_64788,64788,protein-coding,lipase maturation factor 1
chr16,903635,1031598,LMF1,19,-,union_64788,64788,protein-coding,lipase maturation factor 1
chr16,903635,1020999,LMF1,19,-,union_64788,64788,protein-coding,lipase maturation factor 1
chr16,903635,1020999,LMF1,19,-,union_64788,64788,protein-coding,lipase maturation factor 1
chr16,903635,1020999,LMF1,19,-,union_64788,64788,protein-coding,lipase maturation factor 1
chr16,1025760,1031598,LMF1,19,-,union_64788,64788,protein-coding,lipase maturation factor 1
chr16,903635,1020999,LMF1,19,-,union_64788,64788,protein-coding,lipase maturation factor 1
chr1,40974390,40981722,EXO5,7,+,union_64789,64789,protein-coding,exonuclease 5
chr7,100956647,100965104,IFT22,15,-,union_64792,64792,protein-coding,intraflagellar transport 22
chr1,26560643,26605301,CEP85,26,+,union_64793,64793,protein-coding,centrosomal protein 85
chr9,135468383,135545788,DDX31,23,-,union_64794,64794,protein-coding,DEAD-box helicase 31
chr18,36786887,37331959,MIR924HG,5,-,union_647946,647946,ncRNA,MIR924 host gene
chr2,86947413,87005164,RMND5A,19,+,union_64795,64795,protein-coding,required for meiotic nuclear division 5 homolog A
chr20,34633539,34638882,NORAD,6,-,union_647979,647979,ncRNA,non-coding RNA activated by DNA damage
chr8,120885894,121063157,DEPTOR,54,+,union_64798,64798,protein-coding,DEP domain containing MTOR interacting protein
chr15,67547137,67794142,IQCH,10,+,union_64799,64799,protein-coding,IQ motif containing H
chr10,22610138,22620414,BMI1,433,+,union_648,648,protein-coding,"BMI1 proto-oncogene, polycomb ring finger"
chr3,186648314,186796341,ST6GAL1,87,+,union_6480,6480,protein-coding,"ST6 beta-galactoside alpha-2,6-sialyltransferase 1"
chr22,43924623,44208217,EFCAB6,11,-,union_64800,64800,protein-coding,EF-hand calcium binding domain 6
chr1,231114794,231136479,ARV1,18,+,union_64801,64801,protein-coding,"ARV1 homolog, fatty acid homeostasis modulator"
chr1,10002980,10045556,NMNAT1,69,+,union_64802,64802,protein-coding,nicotinamide nucleotide adenylyltransferase 1
chr3,151054630,151102600,P2RY12,186,-,union_64805,64805,protein-coding,purinergic receptor P2Y12
chr14,23842017,23845612,IL25,62,+,union_64806,64806,protein-coding,interleukin 25
chr7,99425635,99463727,CYP3A43,25,+,union_64816,64816,protein-coding,cytochrome P450 family 3 subfamily A member 43
chr8,134467090,134584183,ST3GAL1,42,-,union_6482,6482,protein-coding,"ST3 beta-galactoside alpha-2,3-sialyltransferase 1"
chr16,70413337,70472991,ST3GAL2,18,-,union_6483,6483,protein-coding,"ST3 beta-galactoside alpha-2,3-sialyltransferase 2"
chr1,43829067,43833745,ELOVL1,20,-,union_64834,64834,protein-coding,ELOVL fatty acid elongase 1
chr11,66024764,66035332,KLC2,52,+,union_64837,64837,protein-coding,kinesin light chain 2
chr2,27714749,27718126,FNDC4,18,-,union_64838,64838,protein-coding,fibronectin type III domain containing 4
chr5,107194733,107717799,FBXL17,16,-,union_64839,64839,protein-coding,F-box and leucine rich repeat protein 17
chr11,126225539,126284536,ST3GAL4,48,+,union_6484,6484,protein-coding,"ST3 beta-galactoside alpha-2,3-sialyltransferase 4"
chrX,48367346,48379202,PORCN,38,+,union_64840,64840,protein-coding,porcupine O-acyltransferase
chr14,53241910,53258386,GNPNAT1,12,-,union_64841,64841,protein-coding,glucosamine-phosphate N-acetyltransferase 1
chr15,76629064,76634816,ISL2,12,+,union_64843,64843,protein-coding,ISL LIM homeobox 2
chr2,160568967,160625094,Mar-07,24,+,union_64844,64844,protein-coding,membrane associated ring-CH-type finger 7
chr17,48624449,48633213,SPATA20,14,+,union_64847,64847,protein-coding,spermatogenesis associated 20
chr5,112849358,112930984,YTHDC2,36,+,union_64848,64848,protein-coding,YTH domain containing 2
chr20,45186461,45313124,SLC13A3,24,-,union_64849,64849,protein-coding,solute carrier family 13 member 3
chr4,109663201,109684235,ETNPPL,9,-,union_64850,64850,protein-coding,ethanolamine-phosphate phospho-lyase
chr11,62342516,62359109,TUT1,34,-,union_64852,64852,protein-coding,"terminal uridylyl transferase 1, U6 snRNA-specific"
chr1,222841354,222885864,AIDA,15,-,union_64853,64853,protein-coding,"axin interactor, dorsalization associated"
chr4,53457126,53525502,USP46,31,-,union_64854,64854,protein-coding,ubiquitin specific peptidase 46
chr9,130267616,130341286,FAM129B,29,-,union_64855,64855,protein-coding,family with sequence similarity 129 member B
chr1,1370902,1378262,VWA1,17,+,union_64856,64856,protein-coding,von Willebrand factor A domain containing 1
chr19,39903749,39919055,PLEKHG2,21,+,union_64857,64857,protein-coding,pleckstrin homology and RhoGEF domain containing G2
chr1,114447240,114456708,DCLRE1B,31,+,union_64858,64858,protein-coding,DNA cross-link repair 1B
chr2,192542797,192553248,NABP1,13,+,union_64859,64859,protein-coding,nucleic acid binding protein 1
chrX,101854095,101859085,ARMCX5,14,+,union_64860,64860,protein-coding,"armadillo repeat containing, X-linked 5"
chr18,2537523,2571502,METTL4,8,-,union_64863,64863,protein-coding,methyltransferase like 4
chr15,56382730,56535483,RFX7,11,-,union_64864,64864,protein-coding,regulatory factor X7
chr3,45123765,45187914,CDCP1,71,-,union_64866,64866,protein-coding,CUB domain containing protein 1
chr22,22901749,22909004,LL22NC03-63E9.3,1,+,union_648691,648691,ncRNA,-
chr1,44173167,44396837,ST3GAL3,27,+,union_6487,6487,protein-coding,"ST3 beta-galactoside alpha-2,3-sialyltransferase 3"
chr1,104112025,104114008,ACTG1P4,2,+,union_648740,648740,pseudo,actin gamma 1 pseudogene 4
chr6,5085719,5087455,PPP1R3G,2,+,union_648791,648791,protein-coding,protein phosphatase 1 regulatory subunit 3G
chr15,84748938,84795353,EFTUD1P1,1,+,union_648809,648809,pseudo,elongation factor Tu GTP binding domain containing 1 pseudogene 1
chr13,61983818,61989655,PCDH20,20,-,union_64881,64881,protein-coding,protocadherin 20
